stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
390,100162,Fairfield at Moss,,48.415555,-123.349387,,,0,,2
391,100210,Fairfield at Kipling,,48.413679,-123.345531,,,0,,2
392,100241,Fairfield at Memorial,,48.412146,-123.34342,,,0,,2
393,101365,Camosun - Interurban Campus Loop,,48.490536,-123.418738,,,0,,2
394,101341,Interurban at Hector - P.I.S.E.,,48.489105,-123.418064,,,0,,2
395,101293,Interurban at Courtland,,48.486069,-123.415724,,,0,,2
396,101264,Interurban at Charlton,,48.483994,-123.414587,,,0,,2
397,101155,Interurban at Dunsterville,,48.479249,-123.411444,,,0,,2
398,101133,Interurban at Wilkinson,,48.477688,-123.410248,,,0,,2
399,101056,Interurban at Meadowview,,48.474199,-123.407476,,,0,,2
400,101008,Interurban at Grange,,48.471636,-123.405457,,,0,,2
401,100984,Interurban at Hyacinth,,48.469453,-123.403768,,,0,,2
402,100924,Interurban at Marigold,,48.466402,-123.40127,,,0,,2
403,100855,Interurban at Columbine,,48.464029,-123.397118,,,0,,2
404,100743,Burnside at Interurban,,48.458213,-123.394954,,,0,,2
405,100662,Burnside at Tillicum - Tillicum Mall,,48.454615,-123.39358,,,0,,2
406,100648,Tillicum at Burnside - Tillicum Mall,,48.453344,-123.394378,,,0,,2
407,100619,Tillicum at Arena / Maddock,,48.451548,-123.396354,,,0,,2
408,100598,Tillicum at Obed,,48.449732,-123.39839,,,0,,2
409,100562,Gorge at Tillicum,,48.447662,-123.399213,,,0,,2
410,100061,Gorge at Millgrove,,48.446604,-123.395005,,,0,,2
411,100459,Gorge at Wascana,,48.445253,-123.392991,,,0,,2
412,100395,Gorge at Harriet,,48.443771,-123.38972,,,0,,2
413,100363,Gorge at Balfour,,48.443424,-123.386503,,,0,,2
414,100326,Gorge at Washington,,48.443032,-123.382057,,,0,,2
415,100300,Jutland at Cecelia,,48.442626,-123.375664,,,0,,2
416,100328,Finlayson at Burnside,,48.444238,-123.373374,,,0,,2
417,100343,Finlayson at Douglas - Mayfair Mall,,48.445065,-123.369842,,,0,,2
418,100378,Finlayson at Glasgow,,48.446022,-123.362782,,,0,,2
419,100424,Finlayson at Blackwood,,48.446927,-123.355565,,,0,,2
420,100487,Finlayson at Cook,,48.447808,-123.348601,,,0,,2
421,100541,Finlayson at Cedar Hill,,48.448301,-123.344821,,,0,,2
422,100611,North Dairy at Keats,,48.448144,-123.336796,,,0,,2
423,100678,Richmond at Watson,,48.445543,-123.326768,,,0,,2
424,100646,Richmond at Forrester,,48.444061,-123.327092,,,0,,2
425,100596,Richmond at Allenby,,48.441059,-123.327741,,,0,,2
426,100568,Richmond at Carnarvon,,48.439239,-123.328142,,,0,,2
427,100530,Richmond at Kings,,48.437549,-123.328484,,,0,,2
428,100506,Richmond at Adanac,,48.435535,-123.328906,,,0,,2
429,100468,Richmond at Bay - Royal Jubilee Hospital,,48.433397,-123.329354,,,0,,2
430,100441,Richmond at Coronation,,48.431365,-123.329793,,,0,,2
431,100407,Richmond at Leighton,,48.428139,-123.330332,,,0,,2
432,100769,Windsor at Newport,,48.423755,-123.306063,,,0,,2
433,100800,Oak Bay Marina,,48.423681,-123.302932,,,0,,2
434,100671,Tillicum Mall / G.R. Pearkes Rec Ctr,,48.454294,-123.396397,,,0,,2
435,100320,Fort at Oak Bay - Oak Bay Junction,,48.427034,-123.335786,,,0,,2
436,100384,Fort at Leighton,,48.428554,-123.332397,,,0,,2
437,100434,Richmond at Fort,,48.430114,-123.329892,,,0,,2
438,100479,Richmond at Bay - Royal Jubilee Hospital,,48.434065,-123.329013,,,0,,2
439,100518,Richmond at Haultain,,48.436233,-123.32856,,,0,,2
440,100544,Richmond at Kings,,48.43773,-123.328245,,,0,,2
441,100565,Richmond at Newton,,48.43913,-123.327973,,,0,,2
442,100606,Richmond at Allenby,,48.441525,-123.327466,,,0,,2
443,100652,Richmond at Cochrane,,48.444251,-123.326856,,,0,,2
444,100615,Shelbourne at Hillside - Hillside Ctr.,,48.44619,-123.333155,,,0,,2
445,100637,North Dairy at Browning,,48.448248,-123.334705,,,0,,2
446,100610,North Dairy at Keats,,48.448274,-123.337278,,,0,,2
447,100584,North Dairy at Wetherby,,48.448315,-123.34009,,,0,,2
448,100548,Finlayson at Cedar Hill,,48.448439,-123.344507,,,0,,2
449,100490,Finlayson at Cook,,48.447887,-123.349002,,,0,,2
450,100422,Finlayson at Somerset,,48.446927,-123.356481,,,0,,2
451,100392,Finlayson at Glasgow,,48.446216,-123.362174,,,0,,2
452,100359,Finlayson at Blanshard - Mayfair Mall,,48.445528,-123.367705,,,0,,2
453,100339,Finlayson at Douglas - Mayfair Mall,,48.444885,-123.37165,,,0,,2
454,100319,Jutland at Sumas,,48.443664,-123.374875,,,0,,2
455,100297,Gorge at Jutland,,48.442383,-123.377626,,,0,,2
456,100325,Gorge at Washington,,48.443152,-123.38171,,,0,,2
457,100369,Gorge at Balfour,,48.443599,-123.386828,,,0,,2
458,100398,Gorge at Harriet,,48.443885,-123.389652,,,0,,2
459,100462,Gorge at Wascana,,48.44577,-123.39347,,,0,,2
460,100503,Gorge at Millgrove,,48.446831,-123.395445,,,0,,2
461,100525,Gorge at Orillia,,48.447334,-123.397172,,,0,,2
462,100569,Gorge at Tillicum,,48.447803,-123.399439,,,0,,2
463,100601,Tillicum at Obed,,48.450283,-123.39748,,,0,,2
464,100628,Tillicum at Maddock / Arena,,48.452226,-123.395274,,,0,,2
465,100670,Burnside at Tillicum - Tillicum Mall,,48.455164,-123.393527,,,0,,2
466,100716,Burnside Rd at Hwy 1 ramp,,48.456898,-123.394602,,,0,,2
467,100797,Interurban at Dumeresq,,48.462358,-123.395358,,,0,,2
468,100860,Interurban at Columbine,,48.464165,-123.397041,,,0,,2
469,100938,Interurban at Marigold,,48.467079,-123.401654,,,0,,2
470,100987,Interurban at Hyacinth,,48.469664,-123.403703,,,0,,2
471,101022,Interurban at Chesterfield,,48.472483,-123.405917,,,0,,2
472,101061,Interurban at Meadowview,,48.47462,-123.407589,,,0,,2
473,101136,"Interurban, 4140 block",,48.47725,-123.409714,,,0,,2
474,101158,Interurban at Wilkinson,,48.479704,-123.411603,,,0,,2
475,101263,Interurban at Charlton,,48.484054,-123.414402,,,0,,2
476,101302,Interurban at Alan - P.I.S.E.,,48.486895,-123.415478,,,0,,2
477,101347,Interurban at Hector,,48.489319,-123.418138,,,0,,2
478,101424,Royal Oak Exch - Commonwealth Place,,48.499239,-123.388719,,,0,,2
479,101429,Royal Oak at Smokey Smith,,48.499164,-123.392156,,,0,,2
480,101392,Markham at West Saanich,,48.500191,-123.40325,,,0,,2
481,101406,"Markham, 4530 block",,48.496383,-123.405463,,,0,,2
482,101395,Markham - V.I. Tech Park,,48.49438,-123.411752,,,0,,2
483,101459,Markham at Parking Lot 3,,48.493017,-123.414689,,,0,,2
484,101411,Interurban at Hughes,,48.491641,-123.419772,,,0,,2
485,100288,Gorge at Jutland,,48.441525,-123.375856,,,0,,2
486,100254,Gorge at Garbally,,48.440323,-123.372735,,,0,,2
487,100218,Gorge at Government / Douglas,,48.438549,-123.368111,,,0,,2
488,100246,Gorge at Rock Bay,,48.439725,-123.370768,,,0,,2
489,100256,Gorge at Garbally,,48.440331,-123.372289,,,0,,2
490,101375,Interurban at Camosun College,,48.490687,-123.419303,,,0,,2
491,101449,Markham at Parking Lot 3,,48.492969,-123.414247,,,0,,2
492,101391,Markham at V.I. Tech Park,,48.49419,-123.411763,,,0,,2
493,101403,"Markham, 4540 block",,48.497013,-123.404929,,,0,,2
494,101394,Markham at West Saanich,,48.500047,-123.403117,,,0,,2
495,103739,Bay at Shakespeare,,48.434091,-123.335426,,,0,,2
496,103736,Bay at Roseberry,,48.434507,-123.344041,,,0,,2
497,103733,Bay at Cedar Hill,,48.434765,-123.348086,,,0,,2
498,103729,Bay at Quadra,,48.435333,-123.35749,,,0,,2
499,103728,Bay at Dowler,,48.435566,-123.36145,,,0,,2
500,100185,Bay at Douglas,,48.435804,-123.365997,,,0,,2
501,100183,Bay at Rock Bay,,48.435924,-123.368484,,,0,,2
502,100175,Bay at Turner,,48.43507,-123.374896,,,0,,2
503,100152,Bay at Wilson,,48.432622,-123.382781,,,0,,2
504,100007,Superior at Menzies,,48.41802,-123.37175,,,0,,2
505,100287,Legislature Terminal,,48.418582,-123.368829,,,0,,2
506,100026,Government at Broughton,,48.424064,-123.367966,,,0,,2
507,100050,Government at Johnson,,48.427226,-123.367245,,,0,,2
508,100077,Pandora at Government / Store,,48.428596,-123.368124,,,0,,2
509,100941,Esquimalt at Harbour,,48.428241,-123.375062,,,0,,2
510,100097,Esquimalt at Tyee,,48.428822,-123.377965,,,0,,2
511,100134,Esquimalt at Sitkum,,48.430127,-123.38048,,,0,,2
512,103724,Bay at Wilson - Westside Village,,48.432438,-123.382703,,,0,,2
513,100170,Bay at Turner,,48.434842,-123.375412,,,0,,2
514,100180,Bay at Rock Bay,,48.435822,-123.369355,,,0,,2
515,103726,Bay at Douglas / Westbourne,,48.435571,-123.364008,,,0,,2
516,103727,Bay at Dowler,,48.435418,-123.361443,,,0,,2
517,103730,Bay at Fifth,,48.435172,-123.356775,,,0,,2
518,103734,Bay at Cedar Hill,,48.434592,-123.347344,,,0,,2
519,103735,Bay at Roseberry,,48.434393,-123.343872,,,0,,2
520,103738,Bay at Victor,,48.434098,-123.337872,,,0,,2
521,103740,Bay at Howard,,48.433924,-123.334653,,,0,,2
522,100161,Esquimalt at Catherine,,48.430321,-123.383108,,,0,,2
523,100099,Esquimalt at Tyee,,48.428651,-123.378013,,,0,,2
524,100930,Esquimalt at Harbour,,48.428108,-123.375097,,,0,,2
525,100047,Wharf at Yates,,48.427092,-123.3705,,,0,,2
526,101995,Government at Wharf,,48.422296,-123.368651,,,0,,2
527,100617,Gorge at Gorge View,,48.448518,-123.403227,,,0,,2
528,100663,Gorge at Inez,,48.449239,-123.406399,,,0,,2
529,100699,Gorge at Heath,,48.450178,-123.408739,,,0,,2
530,100740,Gorge at Austin,,48.450559,-123.412252,,,0,,2
531,100779,Gorge at Colquitz,,48.451462,-123.415215,,,0,,2
532,100812,Gorge at Rockwell,,48.452456,-123.417814,,,0,,2
533,100849,Admirals at Gorge,,48.453789,-123.419895,,,0,,2
534,100852,Admirals at Murray,,48.455034,-123.41764,,,0,,2
535,100837,Admirals at Cowper,,48.456224,-123.413619,,,0,,2
536,100809,Cowper at Colquitz,,48.45561,-123.411929,,,0,,2
537,100774,Cowper at Austin,,48.454412,-123.408885,,,0,,2
538,100744,Cowper at Dysart,,48.453581,-123.406707,,,0,,2
539,100700,"Obed, 500 block",,48.452835,-123.403696,,,0,,2
540,100649,Obed at Bodega,,48.451295,-123.400621,,,0,,2
541,100608,Obed at Tillicum,,48.450053,-123.398233,,,0,,2
542,100507,UVic Exchange,,48.4664,-123.308661,,,0,,2
543,101157,Finnerty at Edgelow,,48.469355,-123.304694,,,0,,2
544,101193,Arbutus at Qu. Alexandra Childrens Hosp.,,48.469579,-123.301256,,,0,,2
545,101201,Arbutus at Haro,,48.467908,-123.298187,,,0,,2
546,101206,Arbutus at Rowley,,48.466777,-123.296176,,,0,,2
547,101208,Arbutus at Hobbs,,48.465393,-123.293749,,,0,,2
548,101226,Arbutus at Sherwood,,48.463621,-123.290504,,,0,,2
549,101235,Arbutus at Lauder,,48.462255,-123.288001,,,0,,2
550,101230,Telegraph Bay at Seaview,,48.460094,-123.286039,,,0,,2
551,101195,Cadboro Bay at Dawe,,48.459824,-123.288568,,,0,,2
552,101169,Cadboro Bay at Cherrilee,,48.461583,-123.292747,,,0,,2
553,101152,Cadboro Bay at Maynard,,48.461954,-123.295119,,,0,,2
554,101117,Cadboro Bay at Sinclair,,48.460872,-123.29791,,,0,,2
555,101079,Cadboro Bay at Bermuda,,48.459262,-123.299682,,,0,,2
556,101058,Cadboro Bay at Vista Bay,,48.457408,-123.300412,,,0,,2
557,101021,Beach at Midland,,48.454469,-123.30087,,,0,,2
558,101005,Beach at Ripon,,48.451751,-123.299627,,,0,,2
559,101018,Beach at Ripon,,48.450806,-123.297877,,,0,,2
560,101023,Beach at Humber,,48.448884,-123.294747,,,0,,2
561,101013,Beach at Lansdowne,,48.446485,-123.294366,,,0,,2
562,100986,Lansdowne at Norfolk,,48.444507,-123.296982,,,0,,2
563,100947,Lansdowne at Ripon,,48.444416,-123.301173,,,0,,2
564,100914,Nottingham at Devon,,48.4446,-123.305328,,,0,,2
565,100870,Nottingham at Dorset,,48.44356,-123.307404,,,0,,2
566,100824,Nottingham at Burdick,,48.442114,-123.310314,,,0,,2
567,100794,Nottingham at Thompson,,48.44133,-123.311897,,,0,,2
568,100773,Cadboro Bay at Harlow,,48.440048,-123.312691,,,0,,2
569,100758,Cadboro Bay at Pacific,,48.438811,-123.312822,,,0,,2
570,100739,Cadboro Bay at Woodhouse,,48.43662,-123.313045,,,0,,2
571,100718,Cadboro Bay at Dalhousie,,48.434535,-123.313169,,,0,,2
572,100664,Cadboro Bay at Eastdowne,,48.433573,-123.317098,,,0,,2
573,100639,Cadboro Bay at Epworth,,48.43255,-123.320119,,,0,,2
574,100402,Fort at Ashgrove,,48.429114,-123.331387,,,0,,2
575,100351,Fort at Morrison,,48.428099,-123.334046,,,0,,2
576,100294,Fort at Pandora - Oak Bay Junction,,48.42627,-123.337803,,,0,,2
577,100224,Fort at Stanley,,48.424605,-123.342765,,,0,,2
578,100191,Yates at Fernwood,,48.424607,-123.346277,,,0,,2
579,100165,Yates at Ormond,,48.424682,-123.348894,,,0,,2
580,100604,Obed at Tillicum,,48.450261,-123.39832,,,0,,2
581,100668,Obed at Bodega,,48.451955,-123.401623,,,0,,2
582,100704,"Obed, 500 block",,48.452837,-123.403373,,,0,,2
583,100735,Obed at Dysart,,48.45399,-123.405606,,,0,,2
584,100772,Cowper at Austin,,48.454565,-123.408856,,,0,,2
585,100803,Cowper at Colquitz,,48.455638,-123.411306,,,0,,2
586,104110,Admirals at Cowper,,48.456296,-123.413818,,,0,,2
587,100857,Admirals at Murray,,48.45471,-123.418582,,,0,,2
588,100846,Gorge at Rockwell,,48.45301,-123.419418,,,0,,2
589,100804,Gorge at Inlet,,48.452231,-123.41762,,,0,,2
590,100770,Gorge at Wyndeatt,,48.450907,-123.414419,,,0,,2
591,100738,Gorge at Austin,,48.450535,-123.411892,,,0,,2
592,100695,Gorge at Dysart,,48.450165,-123.409123,,,0,,2
593,100658,Gorge at Inez,,48.44914,-123.406187,,,0,,2
594,100640,Gorge at Gorge View,,48.448312,-123.403122,,,0,,2
595,100126,Fort at Cook,,48.423277,-123.353475,,,0,,2
596,100153,Fort at Linden,,48.422939,-123.350254,,,0,,2
597,100187,Fort at Fernwood - Castle / Art Gallery,,48.423306,-123.34603,,,0,,2
598,100212,Fort at Elford,,48.424939,-123.341307,,,0,,2
599,100286,Fort at Belmont,,48.425916,-123.33829,,,0,,2
600,100427,Fort at Richmond,,48.429697,-123.329685,,,0,,2
601,100573,Cadboro Bay at Bee - Oak Bay Rec Ctr,,48.432246,-123.321656,,,0,,2
602,100616,Cadboro Bay at Cranmore,,48.432771,-123.318374,,,0,,2
603,100673,Cadboro Bay at Eastdowne,,48.433461,-123.315914,,,0,,2
604,100737,Cadboro Bay at Woodhouse,,48.435876,-123.312894,,,0,,2
605,100747,Cadboro Bay at Kinross,,48.437269,-123.3128,,,0,,2
606,100756,Cadboro Bay at Estevan,,48.438515,-123.312654,,,0,,2
607,100777,Cadboro Bay at Harlow,,48.440014,-123.312492,,,0,,2
608,100792,Cadboro Bay at Neil,,48.442161,-123.312228,,,0,,2
609,100850,Uplands at Dewdney,,48.444298,-123.309473,,,0,,2
610,100912,Uplands at Cotswold,,48.446656,-123.306772,,,0,,2
611,100936,Cotswold at Weald,,48.446899,-123.304392,,,0,,2
612,100968,Midland Circle,,48.447687,-123.301392,,,0,,2
613,100997,Midland at Beach,,48.451963,-123.301332,,,0,,2
614,101024,Beach at Midland,,48.454624,-123.30066,,,0,,2
615,101053,Cadboro Bay at Vista Bay,,48.457381,-123.300212,,,0,,2
616,101100,Cadboro Bay at Killarney,,48.46013,-123.298556,,,0,,2
617,101126,Cadboro Bay at Sinclair,,48.461371,-123.296889,,,0,,2
618,101151,Cadboro Bay at Maynard,,48.461854,-123.29489,,,0,,2
619,101167,Cadboro Bay at Cherrilee,,48.461272,-123.292408,,,0,,2
620,101186,Cadboro Bay at Dawe,,48.459817,-123.288913,,,0,,2
621,101239,Telegraph Bay at Green Vale,,48.460216,-123.285585,,,0,,2
622,101240,Arbutus at Lauder,,48.462399,-123.287982,,,0,,2
623,101231,Arbutus at Sherwood,,48.463725,-123.290373,,,0,,2
624,101214,Arbutus at Hobbs,,48.465988,-123.294517,,,0,,2
625,101211,Arbutus at Rowley,,48.466861,-123.296039,,,0,,2
626,101205,Arbutus at Haro,,48.468108,-123.298266,,,0,,2
627,101202,Arbutus at Qu. Alexandra Childrens Hosp.,,48.469682,-123.301083,,,0,,2
628,101154,Finnerty at Edgelow,,48.469059,-123.305302,,,0,,2
629,100965,Garnet at Cedar Hill,,48.467821,-123.334973,,,0,,2
630,101006,Cedar Hill at Hopesmore,,48.471258,-123.334774,,,0,,2
631,101060,Cedar Hill at Feltham,,48.47537,-123.335505,,,0,,2
632,101072,Cedar Hill at Craigiewood,,48.476715,-123.337183,,,0,,2
633,101131,Cedar Hill at Cedarglen,,48.480821,-123.339531,,,0,,2
634,101187,Cedar Hill at Kenmore,,48.483766,-123.339109,,,0,,2
635,101207,Kenmore at Shelbourne,,48.484155,-123.336449,,,0,,2
636,101212,Kenmore at Columbia,,48.482822,-123.330317,,,0,,2
637,101213,Kenmore at Torquay,,48.481931,-123.327001,,,0,,2
638,101236,Tyndall at Francisco,,48.481583,-123.322413,,,0,,2
639,101267,San Juan at Tyndall,,48.482754,-123.321332,,,0,,2
640,101272,San Juan at Chartwell,,48.481626,-123.31723,,,0,,2
641,101280,San Juan at Hillcrest,,48.480393,-123.312659,,,0,,2
642,101288,San Juan at Wakefield,,48.479484,-123.309175,,,0,,2
643,101271,Arbutus at Ebony,,48.47682,-123.30626,,,0,,2
644,101244,Arbutus at Lexington,,48.473741,-123.303915,,,0,,2
645,101949,Arbutus at Finnerty,,48.470829,-123.303228,,,0,,2
646,100858,UVic Exchange,,48.465816,-123.308586,,,0,,2
647,101951,Arbutus at Finnerty,,48.47089,-123.303064,,,0,,2
648,101247,Arbutus at Lexington,,48.473804,-123.303762,,,0,,2
649,101278,Arbutus at Ebony,,48.477622,-123.30646,,,0,,2
650,101290,San Juan at Wakefield,,48.479383,-123.308431,,,0,,2
651,101282,San Juan at San Pedro,,48.480821,-123.313716,,,0,,2
652,101277,San Juan at Chartwell,,48.481617,-123.316738,,,0,,2
653,101265,Tyndall at San Juan,,48.482725,-123.32196,,,0,,2
654,101238,Tyndall at Kenmore,,48.48143,-123.322733,,,0,,2
655,101222,Kenmore at Torquay,,48.482267,-123.327796,,,0,,2
656,101218,Kenmore at Columbia,,48.482952,-123.330246,,,0,,2
657,101219,Kenmore at Majestic,,48.484051,-123.334312,,,0,,2
658,101181,Cedar Hill at Kenmore,,48.483564,-123.339326,,,0,,2
659,101122,Cedar Hill at Cedarglen,,48.480108,-123.339925,,,0,,2
660,101070,Cedar Hill at Craigiewood,,48.476601,-123.337288,,,0,,2
661,101049,Cedar Hill at Feltham,,48.474849,-123.33531,,,0,,2
662,101003,Cedar Hill at Hopesmore,,48.471382,-123.335006,,,0,,2
663,100971,McKenzie at Cedar Hill,,48.468553,-123.334841,,,0,,2
664,100980,Shelbourne at McKenzie,,48.468035,-123.332865,,,0,,2
665,101286,Arbutus at Juan De Fuca,,48.459739,-123.280359,,,0,,2
666,101121,Sinclair at Hobbs,,48.461637,-123.298585,,,0,,2
667,101114,Sinclair at Haro,,48.464042,-123.302865,,,0,,2
668,101109,Sinclair at Clarndon,,48.465478,-123.305404,,,0,,2
669,101101,Sinclair at Clarndon,,48.46518,-123.30524,,,0,,2
670,101269,Arbutus at Arbutus,,48.459307,-123.281681,,,0,,2
671,101287,Arbutus at Arbutus Pl,,48.457731,-123.278126,,,0,,2
672,101319,"Arbutus, 2800 block",,48.459352,-123.275822,,,0,,2
673,101119,Victoria General Hospital,,48.466229,-123.435022,,,0,,2
674,101145,Watkiss Way at Hospital Way,,48.467683,-123.436007,,,0,,2
675,101080,Watkiss Wy at Helmcken - Eagle Creek Vlg,,48.46715,-123.429466,,,0,,2
676,101069,Helmcken at Hwy 1 n/b ramp,,48.464561,-123.430861,,,0,,2
677,101052,Helmcken at Hwy 1 s/b ramp,,48.463305,-123.431559,,,0,,2
678,101031,Helmcken at Werra,,48.459873,-123.433398,,,0,,2
679,101032,Helmcken at Caton,,48.458481,-123.435468,,,0,,2
680,101050,Island Hwy at Helmcken,,48.455599,-123.440501,,,0,,2
681,101002,Island Hwy at Plowright,,48.453612,-123.437294,,,0,,2
682,100910,Island Hwy at Glentana - Shoreline Sch,,48.452538,-123.428544,,,0,,2
683,100856,Craigflower at Admirals,,48.450573,-123.424,,,0,,2
684,100795,Craigflower at Aral,,48.449162,-123.420066,,,0,,2
685,100755,Craigflower at Dellwood,,48.447821,-123.41568,,,0,,2
686,100687,Craigflower at Garthland,,48.446532,-123.412376,,,0,,2
687,100644,Craigflower at Forshaw,,48.445593,-123.410448,,,0,,2
688,100585,"Craigflower, 1110 block",,48.444147,-123.40742,,,0,,2
689,100492,"Craigflower, 1030 block",,48.442506,-123.404043,,,0,,2
690,100463,Craigflower at Tillicum/Lampson,,48.44141,-123.401319,,,0,,2
691,100416,Craigflower at Arcadia,,48.440765,-123.399185,,,0,,2
692,100386,Craigflower at Carrie,,48.440107,-123.395402,,,0,,2
693,100338,Craigflower at Dominion,,48.439551,-123.39348,,,0,,2
694,100310,Craigflower at Alderman,,48.438694,-123.390971,,,0,,2
695,100273,Craigflower at Pine,,48.436953,-123.38859,,,0,,2
696,100215,Skinner at Catherine,,48.435517,-123.384424,,,0,,2
697,100186,Tyee at Bay,,48.434134,-123.381355,,,0,,2
698,100149,Tyee at Wilson,,48.431033,-123.378723,,,0,,2
699,100028,Fort at Langley,,48.424954,-123.36892,,,0,,2
700,102416,UVic Exchange,,48.466153,-123.30926,,,0,,2
701,100960,Cedar Hill Cross Rd. at University Dr,,48.459501,-123.31763,,,0,,2
702,100942,Cedar Hill Cross Rd. at Mayfair,,48.460639,-123.322084,,,0,,2
703,100911,Cedar Hill Cross Rd. at Iona,,48.460544,-123.326974,,,0,,2
704,100861,Richmond at Poplar,,48.459512,-123.329997,,,0,,2
705,100833,Richmond at Donnelly,,48.45736,-123.328983,,,0,,2
706,100820,Richmond at Cedar,,48.45607,-123.328303,,,0,,2
707,100784,Richmond at Knight,,48.453152,-123.326772,,,0,,2
708,100775,Richmond at Woodley,,48.452104,-123.326397,,,0,,2
709,100750,Richmond at Ernest,,48.450008,-123.325636,,,0,,2
710,100719,Richmond at Argyle - Camosun College,,48.44722,-123.326395,,,0,,2
711,100048,Yates at Broad / Douglas,,48.426441,-123.36571,,,0,,2
712,101970,Tyee at Wilson,,48.430564,-123.378106,,,0,,2
713,100182,Tyee at Bay,,48.434358,-123.381374,,,0,,2
714,100219,Skinner at Catherine,,48.43566,-123.385353,,,0,,2
715,100281,Craigflower at Belton,,48.437425,-123.388834,,,0,,2
716,100318,Craigflower at Coventry,,48.439057,-123.391631,,,0,,2
717,100388,Craigflower at Carrie,,48.440269,-123.395438,,,0,,2
718,100417,Craigflower at Arcadia,,48.440752,-123.398587,,,0,,2
719,100457,Craigflower at Lampson,,48.441569,-123.401288,,,0,,2
720,100491,Craigflower at Tillicum,,48.442282,-123.40317,,,0,,2
721,100586,"Craigflower, 1115 block",,48.444184,-123.407221,,,0,,2
722,100634,Craigflower at Forshaw,,48.445426,-123.409749,,,0,,2
723,100683,Craigflower at Garthland,,48.446599,-123.412205,,,0,,2
724,100799,Craigflower at Rankin,,48.448385,-123.417401,,,0,,2
725,100754,Craigflower at Aral,,48.449642,-123.420432,,,0,,2
726,100859,Craigflower at Admirals,,48.450766,-123.424088,,,0,,2
727,100896,Island Hwy at Shoreline,,48.451748,-123.425625,,,0,,2
728,100939,Island Hwy at Glentana - Shoreline Sch,,48.452708,-123.428922,,,0,,2
729,101001,Island Hwy at Plowright,,48.453724,-123.437177,,,0,,2
730,101051,Helmcken at Island Hwy,,48.456419,-123.440493,,,0,,2
731,101026,Helmcken at Midwood,,48.458515,-123.435062,,,0,,2
732,101025,Helmcken at Parkcrest,,48.459937,-123.433073,,,0,,2
733,101046,Helmcken at Hwy 1 s/b ramp,,48.463329,-123.431169,,,0,,2
734,101064,Helmcken at Hwy 1 n/b ramp,,48.464583,-123.430446,,,0,,2
735,101081,Watkiss Wy at Helmcken - Eagle Creek Vlg,,48.467329,-123.429448,,,0,,2
736,101143,Hospital Way at Watkiss Way,,48.466922,-123.436315,,,0,,2
737,100712,Richmond at Argyle - Camosun College,,48.447413,-123.32614,,,0,,2
738,100751,Richmond at Ernest,,48.449802,-123.325367,,,0,,2
739,100778,Richmond at Woodley,,48.452263,-123.326249,,,0,,2
740,100793,Richmond at Mayfair,,48.453905,-123.327,,,0,,2
741,100822,Richmond at Cedar,,48.456281,-123.328204,,,0,,2
742,100844,Richmond at Kingsberry,,48.458123,-123.329158,,,0,,2
743,100869,Richmond at Poplar,,48.459716,-123.329899,,,0,,2
744,100901,Cedar Hill Cross Rd. at Palo Alto,,48.460372,-123.327908,,,0,,2
745,100944,Cedar Hill Cross Rd. at Gordon Head,,48.460494,-123.321698,,,0,,2
746,100956,Cedar Hill Cross Rd. at University Dr,,48.459452,-123.317946,,,0,,2
747,100148,Esquimalt at Catherine,,48.430471,-123.385252,,,0,,2
748,100204,Esquimalt at Maitland,,48.430846,-123.390257,,,0,,2
749,100242,Esquimalt at Dominion,,48.431758,-123.394068,,,0,,2
750,100276,"Esquimalt, 830 block",,48.431854,-123.397043,,,0,,2
751,100307,Esquimalt at Head,,48.43041,-123.401124,,,0,,2
752,100348,Esquimalt nearside Lampson,,48.429447,-123.405565,,,0,,2
753,100387,Esquimalt farside Lampson,,48.429751,-123.407498,,,0,,2
754,100430,Esquimalt at Fernhill,,48.430096,-123.410165,,,0,,2
755,100470,Esquimalt at Fraser,,48.43027,-123.413288,,,0,,2
756,100545,Esquimalt at Admirals,,48.429936,-123.417545,,,0,,2
757,100597,Esquimalt at Foster,,48.429668,-123.422038,,,0,,2
758,100651,Canteen at Esquimalt,,48.428904,-123.424622,,,0,,2
759,100698,HMC Dockyard Terminal,,48.427641,-123.428154,,,0,,2
760,102417,UVic Exchange,,48.466322,-123.309034,,,0,,2
761,100693,Esquimalt at Lyall,,48.428419,-123.428112,,,0,,2
762,100635,Esquimalt at Grafton,,48.429364,-123.42345,,,0,,2
763,100594,Esquimalt at Sturdee,,48.429669,-123.420828,,,0,,2
764,100526,Esquimalt at Admirals,,48.429837,-123.4166,,,0,,2
765,100471,Esquimalt at Park,,48.430077,-123.413961,,,0,,2
766,100421,Esquimalt at Fernhill,,48.429926,-123.41019,,,0,,2
767,100365,Esquimalt at Lampson,,48.429453,-123.406403,,,0,,2
768,100327,Esquimalt at MacAulay,,48.429062,-123.40406,,,0,,2
769,100299,Esquimalt at Head,,48.43063,-123.400316,,,0,,2
770,100283,"Esquimalt, 850 block",,48.431532,-123.397942,,,0,,2
771,100231,Esquimalt at Barnard,,48.431309,-123.393234,,,0,,2
772,100197,Esquimalt at Maitland,,48.430623,-123.389812,,,0,,2
773,100918,McKenzie at Quadra,,48.469931,-123.366016,,,0,,2
774,100900,McKenzie at Nelthorpe,,48.468918,-123.374247,,,0,,2
